,Text_token
562,"['south', 'africa', 'security', 'holidays', 'didnt', 'anything', 'wrong', 'somehow', 'lost', 'property', 'hijacking']"
563,"['approach', 'towards', 'crime', 'security', 'unmatched', 'south', 'africa', 'issn', 'independent', 'security', 'risk', 'assessment', 'property', 'hijacking']"
564,"['abramjee', 'home', 'affairs', 'sa', 'said', 'say', 'pakistani', 'biggest', 'criminals', 'south', 'africa', 'kidnappings', 'hijacking', 'trucks', 'falsifying', 'documents', 'unfortunately', 'corrupt', 'sa', 'officials', 'embassy', 'pakistan', 'sell', 'visas', 'r50k', 'person']"
565,"['ntulizebus', 'ntsikimazwai', 'influx', 'illegal', 'immigrants', 'south', 'africa', 'highest', 'car', 'hijacking', 'africa', 'far', 'influx', 'sa', 'still', 'highest', 'car', 'hijacking', 'africa', 'suddenly', 'ans', 'stopped', 'foreigners', 'took', 'according', 'really']"
566,"['rebate59275709', 'nhlanhlalux', 'matter', 'say', 'long', 'putting', 'south', 'africa', '1st', 'hijacking', 'murdering', 'robbing', 'raping', 'selling', 'drugs', 'youth', 'support', 'madonna', 'mall', 'fool', 'video', 'mentionedhow', 'many', 'blacks', 'employed']"
567,"['african20', 'even', 'house', 'build', 'foreigners', 'cannot', 'keep', 'allowing', 'foreigners', 'especially', 'undocumented', 'ones', 'pleaselot', 'foreign', 'nationals', 'south', 'africa', 'dodgy', 'things', 'drugs', 'hijacking', 'trafficking', 'face', 'certificates', 'fake', 'passports', 'fake', 'products', 'tired']"
568,"['wisdom', 'comes', 'disaster', 'saying', 'perfectly', 'illustrates', 'common', 'attitude', 'towards', 'security', 'south', 'africa', 'business', 'south', 'africa', 'learned', 'lesson', 'hard', 'way', 'year', 'dont', 'know', 'property', 'hijacking']"
569,"['criminal', 'found', 'safe', 'south', 'africa', 'law', 'abiding', 'citizens', 'continue', 'offer', 'protection', 'property', 'hijacking']"
570,"['ariel', 'mater', 'mabealebo1', 'maple', 'make2', 'makhafolate', 'vehicle', 'tracker', 'operation', 'dudula', 'hire', 'illegal', 'immigrants', 'expense', 'south', 'african', 'tell', 'foreigners', 'commit', 'horrendous', 'crimes', 'south', 'africa', 'like', 'car', 'hijacking', 'murder', 'rape', 'drugs', 'building', 'hijacking', 'many', 'crimes', 'foreigners', 'sa']"
571,"['hijacking', 'fuel', 'tanker', 'averted', 'monitor', 'arrive', 'alive', 'hijacking', 'fidelity', 'begins', 'south', 'africa']"
572,"['hijacking', 'fuel', 'tanker', 'averted', 'monitor', 'arrive', 'alive', 'hijacking', 'fidelity', 'begins', 'south', 'africa']"
573,"['swine', 'heist', 'south', 'africa', 'people', 'hijacking', 'trucks', 'stealing', 'pigs']"
574,"['south', 'africa', 'hijacking', 'fuel', 'tankers', 'ubi']"
575,"['toyota', 'motor', 'corp', 'automatic', 'door', 'locking', 'south', 'african', 'corolla', 'rx', 'like', 'us', 'models', 'required', 'safety', 'feature', 'south', 'africa', 'high', 'hijacking', 'smash', 'grab']"
576,"['toyota', 'sa', 'automatic', 'door', 'locking', 'corolla', 'rx', 'like', 'us', 'models', 'required', 'safety', 'feature', 'south', 'africa', 'hijacking', 'smash', 'grab']"
577,"['target', 'hijacking', 'interesting', 'point', 'everyone', 'exit', 'driver', 'door', 'safety', 'south', 'africa']"
578,"['vehicle', 'hijacking', 'one', 'main', 'crimes', 'south', 'africa', 'take', 'free', 'online', 'course', 'learn', 'crime', 'conducted', 'raise', 'situational', 'awareness', 'protect', 'take', 'safe', 'real', 'life', 'decisions', 'take', 'course']"
579,"['come', 'sunny', 'south', 'africa', 'dont', 'worry', 'vaccines', 'wary', 'rape', 'robbery', 'hijacking', 'kidnapping', 'murder']"
580,"['security', 'risk', 'assessment', 'rather', 'new', 'concept', 'south', 'africa', 'issn', 'independent', 'security', 'risk', 'assessment', 'property', 'hijacking']"
581,"['south', 'africa', 'security', 'holidays', 'didnt', 'anything', 'wrong', 'somehow', 'lost', 'property', 'hijacking']"
582,"['josephkalimbwe', 'miss', 'chimuka', 'mean', 'must', 'address', 'issues', 'even', 'blood', 'families', 'address', 'issues', 'dont', 'say', 'separated', 'rooms', 'therefore', 'lets', 'correct', 'bad', 'behavior', 'south', 'africa', 'zimbabweans', 'separated', 'rivers', 'killing', 'people', 'hijacking', 'cars']"
583,"['jack1991', 'nelsonchamisa', 'please', 'zimbabweans', 'coming', 'south', 'africa', 'killing', 'south', 'african', 'raping', 'women', 'hijacking', 'stealing', 'operation', 'dudula', 'put', 'south', 'africa', 'first', 'put', 'south', 'africa', 'first', 'focus', 'things', 'dealing', 'guys']"
584,"['sophie', 'mokoena', 'safe', 'south', 'africa', 'mozambique', 'nationals', 'killing', 'brothers', 'sisters', 'hijacking', 'toyota', 'ford', 'babies', 'etc']"
585,"['vehicle', 'tracker', 'humbethina', 'trump', 'sad', 'shithole', 'african', 'countries', 'top', '3', 'destroying', 'south', 'africa', '1', 'nigeria', 'drugs', 'human', 'trafficking', '2', 'zimbabwe', 'destroying', 'infrastructure', 'hijacking', 'buildings', '3', 'mozambique', 'stealing', 'cars', 'started', 'manila', 'getting']"
586,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa', 'via', 'businesstech', 'sa', 'hijacking', 'spots', 'advertised', 'marked', 'legal', 'dissposses', 'people', 'properties']"
587,"['crime', 'become', 'major', 'problem', 'south', 'africa', 'africa', 'lets', 'face', 'crime', 'everywhere', 'problem', 'dealing', 'individuals', 'zero', 'respect', 'anything', 'property', 'hijacking']"
588,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa']"
589,"['theprospered', 'safest', 'car', 'south', 'africa', '100', 'safe', 'hijacking']"
590,"['joke', 'right', 'new', 'plan', 'fight', 'hijacking', 'south', 'africa', 'via', 'businesstech', 'sa']"
591,"['thinking', 'policing', 'improve', 'new', 'plan', 'fight', 'hijacking', 'south', 'africa', 'via', 'businesstech', 'sa']"
592,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa']"
593,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa']"
594,"['news', 'south', 'africa', 'new', 'plan', 'fight', 'hijacking', 'south', 'africa', 'tourism', 'south', 'africa']"
595,"['sure', 'new', 'plan', 'fight', 'hijacking', 'south', 'africa', 'via', 'businesstech', 'sa']"
596,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa']"
597,"['new', 'plan', 'fight', 'hijacking', 'south', 'africa']"
598,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'source', 'connect', 'rest', 'world', 'power', 'make', 'choices', 'global', 'updates', 'news', 'sign', 'ice360']"
599,"['south', 'africa', 'kidnap', 'ransom', 'syndicates', 'underlinked', 'car', 'hijacking', 'syndicates', 'cit', 'heist', 'syndicates', 'largescale', 'drug', 'trafficking', 'isis', 'terror', 'cells', 'main', 'players', 'mozambicans', 'pakistani', 'target', 'businessmen', 'use', 'hawaii']"
600,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'read', 'hijacking']"
601,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
602,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
603,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
604,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'official', 'caps', 'statistics', 'pointed', 'increase', 'hijacking', 'country', 'last', 'quarter', '2021', 'however', 'motive', 'hijacking', 'changed', 'hear', 'list']"
605,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'via', 'businesstech', 'sa']"
606,"['kulanicool', 'even', 'u', 'buy', 'n', 'south', 'africa', 'wont', 'last', 'ame', 'never', 'hijacking', 'ven', '2much', 'like', 'daily']"
607,"['made', 'booty', 'south', 'africa', 'become', 'safe', 'heaven', 'foreign', 'criminals', 'killing', 'police', 'selling', 'drugs', 'human', 'trafficking', 'sisters', 'hijacking', 'buildings', 'country']"
608,"['ts', 'galaxy', 'star', 'stabbed', 'hijacking', 'incident', 'soccerladuma', 'dstvpremiership', 'usnews', 'southafrica', 'football', 'soccer']"
609,"['vehicle', 'tracking', 'company', 'tracker', 'published', 'new', 'data', 'looking', 'hijacking', 'trends', 'changed', 'south', 'africa', 'july', 'december', '2021', 'significant', 'increase', 'incidents', 'reported']"
610,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'via', 'businesstech', 'sa']"
611,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'business', 'tech']"
612,"['another', 'factor', 'regards', 'rise', 'crime', 'south', 'africa', 'use', 'outdated', 'crime', 'prevention', 'methods', 'property', 'hijacking']"
613,"['crime', 'real', 'south', 'africa', 'read', 'security', 'risk', 'assessment', 'issn', 'independent', 'security', 'risk', 'assessment', 'property', 'hijacking']"
614,"['ola', 'sweet', 'mzwanele', 'many', 'government', 'za', 'yes', 'suppose', 'u', 'see', 'world', 'thru', 'cultural', 'prism', 'judging', '4rm', 'way', 'situation', 'deteriorated', 'south', 'africa', 'would', 'rape', 'murder', 'hijacking', 'looting', 'corruption', 'illegal', 'land', 'invasions', 'fake', 'cries', 'racism', 'dna']"
615,"['heroine', 'driving', 'south', 'africa', 'considered', 'dangerous', 'sport', 'hijacking', 'rate', 'high', 'relax']"
616,"['abujaplug', 'south', 'africa', 'hijacking', 'kidnapping', 'shooting', 'robbing', 'killing', 'stabbing', 'raping', 'looting', 'toy', 'trying', 'writing', 'threatening', 'accusing', 'burning', 'drug', 'dealing']"
617,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'via', 'businesstech', 'sa']"
618,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
619,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa', 'via', 'businesstech', 'sa']"
620,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
621,"['news', 'moneweb', 'vehicle', 'tracking', 'company', 'tracker', 'published', 'new', 'data', 'looking', 'hijacking', 'trends', 'changed', 'south', 'africa', 'july', 'december', '2021', 'significant', 'increase', 'incidents', 'reported', 'fantastic', 'data', 'news']"
622,"['tracker', 'warns', 'change', 'hijacking', 'trends', 'south', 'africa']"
623,"['losing', 'crime', 'battle', 'losing', 'badly', 'everyone', 'thinks', 'security', 'topnotch', 'crime', 'statistics', 'show', 'us', 'different', 'picture', 'blood', 'trail', 'left', 'criminals', 'south', 'africa', 'shocking', 'property', 'hijacking']"
624,"['blind', 'bowls', 'member', 'escapes', 'attempted', 'hijacking', 'beret', 'beret', 'mail', 'south', 'africa']"
625,"['important', 'lifesaving', 'antihijacking', 'tips', 'youve', 'probably', 'forgotten', 'hijacking', 'remains', 'common', 'terrifying', 'reality', 'south', 'africa', 'stats', 'provided', 'national', 'police', 'commissioner', 'q3', '2021', 'showed', 'total', '4973', 'hijacking']"
626,"['simbachitando', 'zimbabwe', 'children', 'watch', 'fathers', 'committing', 'horrific', 'crimes', 'south', 'africa', 'must', 'also', 'forget', 'south', 'african', 'children', 'watch', 'zimbabweans', 'hijacking', 'robbing', 'killing', 'parents']"
627,"['reinerduvenage', 'con', 'caravan', 'afriforum', 'moniquetaute', 'jacques', 'broodryk', 'importance', 'future', 'south', 'africa', 'cannot', 'overstated', 'party', 'political', 'system', 'causing', 'hijacking', 'government', 'outside', 'influence', 'imagine', 'sa', 'giving', '90', 'vote', 'trusted', 'person', 'eff', 'gets', '10', 'eg', 'one', 'seat']"
628,"['hijacking', 'levels', 'continue', 'rise', 'mobility', 'tracker', 'crime', 'south', 'africa']"
629,"['avoid', 'hijacked', 'nobody', 'wants', 'hijacking', 'situation', 'unfortunately', 'real', 'threat', 'motorists', 'south', 'africa', 'read', 'biz', 'auto', 'insurance', 'vehicleinsurance', 'motuscars', 'sponsoredusedcars', 'nears', 'democrats']"
630,"['south', 'africa', 'theyre', 'hijacking', 'ambulance', 'trucks', 'shit', 'folks', 'next', 'level']"
631,"['sibiyasicelo', 'abramjee', 'south', 'africa', 'country', 'dangerous', 'kn', 'deals', 'killings', 'cape', 'flats', 'gangs', 'n', 'killings', 'job', 'car', 'hijacking', 'u', 'move', 'mp', 'limpopo', 'northwest', 'northern', 'cape', 'crime', 'low', 'low']"
632,"['2200', 'car', 'hijacking', 'year', 'average', 'south', 'africa', 'crimestats', 'presidency', 'za']"
633,"['south', 'africa', 'lot', 'people', 'basically', 'given', 'attempting', 'prevent', 'crime', 'felt', 'losing', 'battle', 'property', 'hijacking']"
634,"['lanrejoda', 'calosthemenes', 'gazette', 'ngr', 'ons', 'biz', 'nie', 'thats', 'explain', 'state', 'country', 'people', 'sitting', 'public', 'daylight', 'im', 'yet', 'see', 'nigerian', 'honest', 'days', 'work', 'south', 'africa', 'drugs', 'prostitution', 'stolen', 'cars', 'phones', 'hijacking', 'building', 'world', 'nigeria', 'nuisance']"
635,"['enc', 'everyone', 'excited', 'thinking', 'south', 'africa', 'done', 'struggle', 'foreigners', 'hijacking', 'buildings', 'big', 'cities', 'like', 'johannesburg']"
636,"['killing', 'former', 'zimbabwe', 'national', 'team', 'player', 'charles', 'john', 'hijacking', 'south', 'africa', 'highlighted', 'unsure', 'robberies', 'country', 'police', 'minister', 'bei', 'cell', 'says', 'aggravated', 'robberies', 'carjackings', 'increased', '138']"
637,"['way', 'work', 'morning', 'kidding', 'dont', 'really', 'lions', 'roaming', 'streets', 'south', 'africa', 'might', 'nice', 'though', 'attempted', 'hijacking', 'thwarted', 'lions']"
638,"['hijacking', 'common', 'south', 'africa', 'place', 'enjoyable']"
639,"['vehicle', 'hijacking', 'one', 'main', 'crimes', 'south', 'africa', 'take', 'free', 'online', 'course', 'learn', 'crime', 'conducted', 'raise', 'situational', 'awareness', 'protect', 'take', 'safe', 'real', 'life', 'decisions', 'take', 'course']"
640,"['itskindaspecial', 'yes', 'slums', 'every', 'country', 'ive', 'never', 'heard', 'south', 'african', 'travelling', 'countries', 'hijacking', 'cities', 'turning', 'slums', 'cant', 'foreign', 'african', 'south', 'africa', 'respect', 'us', 'enough', 'least', 'preserve', 'cities', 'must', 'destroy']"
641,"['day', 'doesnt', 'go', 'without', 'hijacking', 'case', 'south', 'africa', 'week', 'doesnt', 'go', 'without', 'cash', 'transit', 'robbery', 'south', 'africa', 'attack']"
642,"['modeling30664814', 'abramjee', 'imagine', 'hijacking', 'corruption', 'looting', 'start', 'countriesthey', 'say', 'welcome', 'south', 'africa']"
643,"['car', 'hijacking', 'big', 'problem', 'south', 'africa', 'work', 'hard', 'buy', 'carthieves', 'come', 'kill', 'something', 'worked', 'hard']"
644,"['south', 'africa', 'even', 'willing', 'make', 'bold', 'statement', 'property', 'risk', 'assessment', 'wrong', 'property', 'hijacking']"
645,"['approach', 'towards', 'crime', 'security', 'unmatched', 'south', 'africa', 'issn', 'independent', 'security', 'risk', 'assessment', 'property', 'hijacking']"
646,"['presidency', 'za', 'cash', 'transit', 'heist', 'happens', 'every', 'day', 'humans', 'trafficking', 'atm', 'bombing', 'killing', 'peoples', 'car', 'hijacking', 'etc', 'crime', 'rise', 'dont', 'seem', 'able', 'deal', 'crime', 'many', 'companies', 'employ', 'south', 'african', 'south', 'africa']"
647,"['advovolicious', 'insightfactor', 'makwakwa', 'hijacking', 'norms', 'south', 'africa', 'think', 'cr', 'cabal', 'robbed', 'others', 'suffered', 'kind', 'criminality', 'political', 'motivated', 'crime']"
648,"['pad251', 'president', 'already', 'crying', 'foul', 'south', 'africa', 'xenophobia', 'country', 'also', 'south', 'african', 'kill', 'women', 'far', 'every', 'single', 'nigerian', 'south', 'africa', 'criminal', 'prostitution', 'drug', 'dealing', '419', 'scams', 'hijacking', 'buildings', 'etc']"
649,"['south', 'africa', 'hijacking', 'ff', 'scary']"
650,"['always', 'nigerian', 'hijacking', 'property', 'turning', 'filthy', 'brothelsdrug', 'dens', 'nigerian', 'reason', 'south', 'africa', 'destroy', 'thank', 'action', 'sa', 'buy', 'thetwo', 'put', 'south', 'african', 'first', 'operation', 'dudula']"
651,"['splendor4', 'post', 'mini', 'mlotywashirley2', 'aki', 'mathebula', 'masotobe39', 'foreigner', 'telling', 'new', 'south', 'africa', 'okay', 'even', 'know', 'never', 'child', 'prostitution', 'human', 'trafficking', 'property', 'hijacking', 'destroying', 'infrastructure', 'dont', 'talk', 'nonsense', 'wang', 'nine']"
652,"['victoria', 'africa9', 'well', 'done', 'guys', 'expect', 'major', 'announcement', 'state', 'nation', 'south', 'africa', '1st', 'movement', 'n', 'others', 'government', 'come', 'party', 'hijacking', 'ur', 'initiatives', 'hes', 'announce', 'reservations', 'certain', 'jobs', 'locals', '2024', 'maybe', 'desperation', 'shame']"
653,"['schools', 'south', 'africa', 'show', 'youre', 'security', 'risk', 'assessment', 'property', 'hijacking']"
654,"['crime', 'real', 'south', 'africa', 'read', 'security', 'risk', 'assessment', 'issn', 'independent', 'security', 'risk', 'assessment', 'property', 'hijacking']"
655,"['arrival', 'foreign', 'nationals', 'mainly', 'african', 'south', 'africa', 'never', 'following', 'illegal', 'abortion', 'cable', 'theft', 'human', 'trafficking', 'forced', 'prostitute', 'truck', 'hijacking', 'hijacked', 'building', 'put', 'south', 'african', 'first', 'put', 'south', 'african', 'first']"
656,"['tuugablam', 'torre', 'bahai', 'better', 'agree', 'south', 'africa', 'hijacking', 'media', 'thats', 'supposed', 'focused', 'south', 'afr', 'used', 'agenda', 'name', '1', 'celeb', 'rf', 'didnt', 'bad', 'press', 'well', 'wishes', 'supporters', 'already', 'stupid', '2', 'know']"
657,"['dayton', 'mc', 'k', 'thats', 'thinkingthe', 'foreigners', 'crime', 'hijacking', 'unknown', 'killings', 'wont', 'stop', 'many', 'illegal', 'immigrants', 'cannot', 'control', 'south', 'africa', 'whatever', 'tiresome', 'even', 'bring', 'illegal', 'guns', 'via', 'boarders']"
658,"['south', 'african', 'friends', 'israel', 'amnesty', 'international', 'report', 'resorts', 'hijacking', 'south', 'africa', 'apartheid', 'suffering', 'debate', 'israel']"
659,"['tango', 'reported', 'demand', 'shrine', 'said', 'hed', 'previously', 'arranged', 'someone', 'killed', 'fake', 'hijacking', 'south', 'africa', 'turns', 'demand', 'acquaintance', 'previously', 'murdered', 'mysterious', 'hijacking', 'tango', 'psychic', 'demand', 'really', 'say']"
